id,doc_id,text,p_hate,label
134,he_19_125,"21. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU, der SPD, BÜNDNIS 90/DIE
GRÜNEN und der FDP für ein Gesetz zur
Änderung des Artikels 120 und zur Ände-
rung des Artikels 121 der Verfassung des
Landes Hessen (Elektronische Verkündung
von Gesetzen)
– Drucks. 19/5721 – ...............................................8980
Nach erster Lesung dem Hauptausschuss über-
wiesen ......................................................................8994
22. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU, der SPD, BÜNDNIS 90/DIE
GRÜNEN und der FDP für ein Gesetz zur
Änderung des Artikels 124 der Verfassung
des Landes Hessen (Stärkung der Volksge-
setzgebung)
– Drucks. 19/5722 – ...............................................8980
Nach erster Lesung dem Hauptausschuss über-
wiesen ......................................................................8994
23. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU, der SPD, BÜNDNIS 90/DIE
GRÜNEN und der FDP für ein Gesetz zur
Änderung des Artikels 144 der Verfassung
des Landes Hessen (Stärkung der Unabhän-
gigkeit des Rechnungshofs)
– Drucks. 19/5723 – ...............................................8980
Nach erster Lesung dem",0.508821427822113,NON_HATE
135,he_18_73,"Hessischer Landtag · 18. Wahlperiode · 73. Sitzung · 17. Mai 2011
 
Biblis für drei Monate bei gleichbleibender sicherheits-
technischer Bewertung über den 18. Juni 2011 hinaus ver-
längert werden kann.
Präsident Norbert Kartmann: 
Zusatzfrage, Frau Abg. Schott.
Marjana Schott (DIE LINKE): 
Die aktuellen Pressemeldungen besagen, dass der Betrei-
ber beabsichtigt, Biblis B wieder anzufahren. Wie stehen
Sie dazu?
Präsident Norbert Kartmann: 
Frau Staatsministerin Puttrich.
Lucia Puttrich, Ministerin für Umwelt, Energie, Land-
wirtschaft und Verbraucherschutz: 
Der Betreiber hat kein konkretes Ansinnen an uns heran-
getragen, Biblis B nach Ende des Moratoriums wieder an-
zufahren.
Präsident Norbert Kartmann: 
Frage 492 von Frau Abg. Schott.
Marjana Schott (DIE LINKE): 
Ich frage die Landesregierung:
Wird der sogenannte Stresstest für die hessischen Reaktor-
blöcke in Biblis nach den abgeschwächten EU-Kriterien
oder nach Kriterien, die auch Flugzeugabstürze, unvorher-
sehbare Stromausfälle, terroristische Anschläge oder
mensch liches Versagen berücksichtigen, durchgeführt?
Präsident Norbert Kartmann: 
Frau Ministerin Puttrich.
Lucia Puttrich, Ministerin für Umwelt, Energie, Land-
wirts",0.0159440673887729,NON_HATE
136,he_18_33,"Amtliche Mitteilungen 
. . . . . . . . . . . . . . . 2279
Entgegengenommen 
. . . . . . . . . . . . . . . . . 2279
Präsident Norbert Kartmann . . . . . . . . . . . . 2279
Vizepräsident Heinrich Heidel . . . . . . . . . . . 2320
21. Antrag der Fraktion der SPD betreffend Diffamie-
rung von Arbeitsuchenden durch Ministerpräsi-
dent Koch zurückweisen
– Drucks. 18/1791 – . . . . . . . . . . . . . . . . . 2279
Dem Ausschuss für Arbeit, Familie und Gesundheit 
überwiesen 
. . . . . . . . . . . . . . . . . . . . . . 2298
25. Entschließungsantrag der Fraktion BÜNDNIS 90/
DIE GRÜNEN betreffend dumpfer Populismus
von Ministerpräsident Koch – Verbesserungen der
Arbeitsmarktreform statt Beschimpfungen von Ar-
beitslosen
– Drucks. 18/1795 – . . . . . . . . . . . . . . . . . 2279
Dem Ausschuss für Arbeit, Familie und Gesundheit 
überwiesen 
. . . . . . . . . . . . . . . . . . . . . . 2298
44. Dringlicher Entschließungsantrag der Fraktionen
der CDU und der FDP betreffend Arbeitsmarktpo-
litik nach dem Grundsatz des „Förderns und For-
derns“ gestalten
– Drucks. 18/1828 – . . . . . . . . . . . . . . . . . 2279
Dem Ausschuss für Arbeit, Familie und Gesundheit 
überwiesen 
. . . . . . . . . . . . . .",0.3821425139904022,NON_HATE
137,he_18_65,"Seite
Seite
II
Hessischer Landtag · 18. Wahlperiode · 65. Sitzung · 2. Februar 2011
Daniel May . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4518, 4520
Kurt Wiegel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4520
Petra Fuhrmann . . . . . . . . . . . . . . . . . . . . . . . . 4521, 4528
Helmut von Zech . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4523
Marjana Schott . . . . . . . . . . . . . . . . . . . . . . . . . 4525, 4534
Judith Lannert . . . . . . . . . . . . . . . 4526, 4529, 4533, 4534
Ministerin Lucia Puttrich . . . . . . . . . . . . . . . . . . . . . 4529
Tarek Al-Wazir . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4531
Heinrich Heidel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4532
Vizepräsidentin Sarah Sorge . . . . . . . . . . . . . . . . . . 4534
15. Vorlage der Landesregierung betreffend den Be-
richt an den Hessischen Landtag zur Umsetzung
des Hessischen Gleichberechtigungsgesetzes nach
§ 6 Abs. 7 HGIG
– Drucks. 18/3014 – . . . . . . . . . . . . . . . . . . . . . . . . . . 4534
Entgegengenommen und besprochen . . . . . . . . . . . . 4543
Petra Fuhrmann . . . . . . . . . . . . . . . . . . . . . . .",0.4495175778865814,NON_HATE
138,he_16_28,"Amtliche Mitteilungen . . . . . . . . . . . . . . . 1767
Entgegengenommen . . . . . . . . . . . . . . . . . 1767
Präsident Norbert Kartmann . . . . . . . . . . . . 1767
35. Antrag der Fraktion der CDU betreffend eine Ak-
tuelle Stunde (IGLU-Studie: Unterrichtsgarantie
und Anstrengungen für mehr Qualität an Hessens 
Schulen zeigen ersten Erfolg!)
– Drucks. 16/1814 – . . . . . . . . . . . . . . . . . 1767
Abgehalten . . . . . . . . . . . . . . . . . . . . . . 1772
Brigitte Kölsch . . . . . . . . . . . . . . . . . . . . 1767
Priska Hinz . . . . . . . . . . . . . . . . . . . . . . 1768
Heike Habermann . . . . . . . . . . . . . . . . . . 1769
Dorothea Henzler . . . . . . . . . . . . . . . . . . 1770
Ministerin Karin Wolff . . . . . . . . . . . . . . . 1771
Vizepräsident Frank Lortz . . . . . . . . . . . . . 1772
36. Antrag der Fraktion der FDP betreffend eine Ak-
tuelle Stunde (Kopflosigkeit bei der Bundesagentur 
für Arbeit – Chancen für echte Reform nutzen)
– Drucks. 16/1815 – . . . . . . . . . . . . . . . . . 1772
Abgehalten . . . . . . . . . . . . . . . . . . . . . . 1776
Florian Rentsch . . . . . . . . . . . . . . . . . . . 1772
Uwe Frankenberger . . . . . . . . . . . . . . . . . 1",0.2533062696456909,NON_HATE
139,he_18_120,"Frage 760 ...............................................................8318
Torsten Warnecke ................................................... 8318
Minister Florian Rentsch ........................................ 8319
Frage 761 ..............................................................8319
Günter Rudolph ............................................ 8319, 8319
Minister Axel Wintermeyer .......................... 8319, 8319,
 
Tarek Al-Wazir ....................................................... 8319
Frage 762 ..............................................................8320
Günter Rudolph ............................................ 8320, 8320,
 
Minister Boris Rhein .................................... 8320, 8320,
8320, 8321, 8321
Michael Siebel ........................................................ 8320
Jürgen Frömmrich .................................................. 8321
Frage 763 ..............................................................8321
Dieter Franz .................................................. 8321, 8321,
 
Minister Florian Rentsch .............................. 8321, 8321,
 
Frage 764 ..............................................................8",0.6466430425643921,NON_HATE
140,he_19_134,"57. Antrag der Fraktion der CDU betreffend eine
Aktuelle Stunde (Die Deutschland-Rente, das
überzeugende
Altersvorsorge-Modell
aus
Hessen)
– Drucks. 19/6185 – ................................................9567
Abgehalten ..............................................................9573
Michael Boddenberg .............................................. 9567
Wolfgang Decker ................................................... 9568
René Rock .................................................... 9569, 9573
Janine Wissler ......................................................... 9570
Sigrid Erfurth .......................................................... 9571
Minister Dr. Thomas Schäfer ....................... 9572, 9573
15. Entschließungsantrag
der
Fraktionen
der
CDU und BÜNDNIS 90/DIE GRÜNEN be-
treffend Deutschland-Rente bietet überzeu-
gendes Altersvorsorge-Konzept in Zeiten des
demografischen Wandels
– Drucks. 19/5168 – ...............................................9573
Angenommen ...........................................................9574
4. Erste Lesung des Gesetzentwurfs der Lan-
desregierung für ein Gesetz zur Stärkung
von Investitionen zur Schaffung von bezahl-
barem Wo",0.1972737163305282,NON_HATE
141,he_19_122,"Jürgen Frömmrich .................................................. 8704
Hermann Schaus ..................................................... 8705
Minister Peter Beuth ............................................... 8706
31. Zweite Lesung des Gesetzentwurfs der Lan-
desregierung für ein Gesetz zur Änderung
glücksspielrechtlicher Vorschriften
– Drucks. 19/5509 zu Drucks. 19/5248 – .............8707
Änderungsantrag der Fraktionen der CDU
und BÜNDNIS 90/DIE GRÜNEN
– Drucks. 19/5750 – ...............................................8708
Nach zweiter Lesung dem Innenausschuss zu-
rücküberwiesen .......................................................8715
92. Dringlicher Antrag der Fraktionen der CDU
und BÜNDNIS 90/DIE GRÜNEN betreffend
Scheitern
des
Zweiten
Glücksspielände-
rungsstaatsvertrags
– Drucks. 19/5769 – ...............................................8708
Dem Innenausschuss überwiesen ............................8715
Jürgen Frömmrich .................................................. 8707
Vizepräsident Wolfgang Greilich ........................... 8678
Alexander Bauer ..................................................... 8708
Wolfgang Greilich ....................................",0.3462728559970855,NON_HATE
142,he_18_32,"Amtliche Mitteilungen 
. . . . . . . . . . . . . . . 2231
Entgegengenommen 
. . . . . . . . . . . . . . . . . 2231
Präsident Norbert Kartmann . . . . . . . . . 2231, 2273
1. Fragestunde
– Drucks. 18/1712 – . . . . . . . . . . . . . . . . . 2231
Abgehalten 
. . . . . . . . . . . . . . . . . . . . . . 2240
Präsident Norbert Kartmann . . . . . . . . . . . . 2240
Frage 171
Claudia Ravensburg . . . . . . . . . . . . . . . . . 2231
Minister Jürgen Banzer . . . . . . . . . . . . . . . 2232
Frage 172
Torsten Warnecke . . . . . . . . . . . . . . . . . . 2232
Ministerin Silke Lautenschläger . . . . . . . . . . 2232
Frage 173
Dirk Landau . . . . . . . . . . . . . . . . . . . . . 2232
Minister Karlheinz Weimar . . . . . . . . . . . . . 2232
Frage 174
Holger Bellino . . . . . . . . . . . . . . . . . . . . 2233
Minister Volker Bouffier . . . . . . . . . . . . . . 2233
Frage 175
Marcus Bocklet . . . . . . . . . . . . . . . . . 2233, 2234
Minister Jürgen Banzer . . . . . . . . . . . . 2233, 2234
Frage 176
Timon Gremmels . . . . . . . . . . . . . . . . 2234, 2235
Minister Dieter Posch . . . . . . . . . . . . . 2234, 2235
Frage 177
Marjana Schott . . . . . . . . . . . . . . . . . . . . 2235
Minister",0.4660855233669281,NON_HATE
143,he_18_136,"Frage 855 ...............................................................9618
Torsten Warnecke ......................................... 9618, 9619
Minister Boris Rhein .................................... 9618, 9618,
9619, 9619
Günter Schork ......................................................... 9618
Dieter Franz ............................................................ 9619
Frage 856 ..............................................................9619
Zurückgezogen
Frage 857 ..............................................................9619
Gerhard Merz ............................................... 9619, 9619
Minister Stefan Grüttner ............................... 9619, 9619
Frage 858 ..............................................................9620
Sabine Waschke ........................................... 9620, 9620,
 
Minister Boris Rhein .................................... 9620, 9620,
 
Frage 859 ..............................................................9620
Marjana Schott ............................................. 9620, 9621
Ministerin Lucia Puttrich .............................. 9621, 9621,
 
Torsten Warnecke ................................................",0.4819837212562561,NON_HATE
144,he_18_67,"Amtliche Mitteilungen . . . . . . . . . . . . . . . . . . . . . . . 4619
Entgegengenommen . . . . . . . . . . . . . . . . . . . . . . . . . . 4619
Präsident Norbert Kartmann . . . . . . . . . . . . . . . . . . 4619
Günter Rudolph . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4619
Vizepräsident Lothar Quanz . . . . . . . . . . . . . . . . . . 4657
1. Fragestunde
– Drucks. 18/3696 – . . . . . . . . . . . . . . . . . . . . . . . . . . 4619
Abgehalten . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4631
Präsident Norbert Kartmann . . . . . . . . . . . . . . . . . . 4631
Frage 413
Claudia Ravensburg . . . . . . . . . . . . . . . . . . . . . . . . . 4619
Minister Dieter Posch . . . . . . . . . . . . . . . . . . . 4619, 4620
Günter Schork . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4620
Frage 414
Gerhard Merz . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4620
Minister Stefan Grüttner . . . . . . . . . . . . . . . . . . . . . 4620
Frage 418
Kurt Wiegel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4620
Ministerin Lucia Puttrich . . . . . . . . . . . . . . . . . . . . . 4621
Frage 419
Bettina Wiesmann . . . . ",0.3770861625671386,NON_HATE
145,he_18_139,"Ministerin Eva Kühne-Hörmann ................... 9869, 9869,
9870, 9870
Frage 875 ..............................................................9870
Martina Feldmayer ....................................... 9870, 9870,
 
Ministerin Lucia Puttrich .............................. 9870, 9870,
9871, 9871, 9871
Mario Döweling ..................................................... 9871
Torsten Warnecke ................................................... 9871
Frage 876 ..............................................................9871
Ursula Hammann .......................................... 9871, 9872,
 
Ministerin Lucia Puttrich .............................. 9871, 9872,
 
Frage 877 ..............................................................9872
Willi van Ooyen ........................................... 9872, 9872,
 
Minister Boris Rhein .................................... 9872, 9872,
9873, 9873
Dr. Ulrich Wilken ................................................... 9872
Frage 878 ..............................................................9873
Bettina Wiesmann .................................................. 9873
Minister Stefan Grüttner ......................................... 9",0.4515491724014282,NON_HATE
146,he_19_124,"19. Wahlperiode
Plenarprotokoll 19/124
HESSISCHER LANDTAG
14. 12. 2017
124. Sitzung
Wiesbaden, den 14. Dezember 2017
Amtliche Mitteilungen ..........................................8845
Entgegengenommen .................................................8845
Wolfgang Decker .................................................... 8845
Vizepräsident Frank Lortz ...................................... 8845
Vizepräsidentin Heike Habermann ......................... 8925
39. Zweite Lesung des Gesetzentwurfs der Lan-
desregierung für ein Gesetz über die Feststel-
lung des Haushaltsplans des Landes Hessen
für die Haushaltsjahre 2018 und 2019
– Drucks. 19/5744 zu Drucks. 19/5237 – ..............8845
Nach zweiter Lesung dem Haushaltsausschuss
zurücküberwiesen ....................................................8847
90. Dringlicher Antrag der Fraktion DIE LINKE
betreffend Personenkreis der Berechtigten
für das Landes-Ticket erweitern
– Drucks. 19/5766 – ................................................8846
Nach Wiederholung der Abstimmung abgelehnt .....8900
Angela Dorn .................................................. 8846, 8898
Günter Rudolph ............................................. 8846, 88",0.2494097203016281,NON_HATE
147,he_18_44,"Seite
Seite
II
Hessischer Landtag · 18.Wahlperiode · 44. Sitzung · 18. Mai 2010
Frage 280
Sarah Sorge . . . . . . . . . . . . . . . . . . . . . . 3085
Ministerin Eva Kühne-Hörmann . . . . . . . . . . 3085
Frage 282
Daniel May . . . . . . . . . . . . . . . . . . . . . . 3085
Ministerin Silke Lautenschläger . . . . . . . . . . 3085
Frage 284
Sarah Sorge . . . . . . . . . . . . . . . . . . . . . . 3085
Ministerin Eva Kühne-Hörmann . . . . . . . . . . 3085
Frage 287
Sabine Waschke . . . . . . . . . . . . . . . . . . . 3086
Minister Jürgen Banzer . . . . . . . . . . . . . . . 3086
Frage 288
Sabine Waschke . . . . . . . . . . . . . . . . . . . 3086
Minister Jürgen Banzer . . . . . . . . . . . . . . . 3086
Die Fragen 271, 272, 279, 280, 282, 284, 287, 288 und
die Antworten der Landesregierung sind als Anlage
beigefügt. Die Fragen 269, 270, 273 bis 278, 281, 283,
285, 286, 289 und 290 sollen auf Wunsch der Frage-
stellerinnen und Fragesteller in der nächsten Frage-
stunde beantwortet werden.
2. Regierungserklärung des Hessischen Ministerprä-
sidenten betreffend „Gemeinsam für ein starkes 
und stabiles Europa – gerade jetzt“ . . . . . . . . . 3052
Entgegengenommen und besprochen . . . . . .",0.235828697681427,NON_HATE
148,he_18_138,"67. Dringlicher Entschließungsantrag der Frak-
tion DIE LINKE betreffend Oberbürger-
meister der Stadt Frankfurt versuchte Räu-
mung eines besetzten Hauses durch Gesprä-
che und Vermittlungen zu verhindern – das
ist zu begrüßen
– Drucks. 18/7309 – ...............................................9817
Abgelehnt ................................................................9825
Peter Beuth ............................................................. 9817
Dr. Ulrich Wilken ......................................... 9818, 9824
Heike Hofmann ...................................................... 9819
Hans-Christian Mick .............................................. 9820
Tarek Al-Wazir ....................................................... 9821
Minister Boris Rhein .............................................. 9822
Gernot Grumbach ................................................... 9824
Holger Bellino ........................................................ 9825
12. Erste Lesung des Gesetzentwurfs der Frak-
tionen der CDU und der FDP für ein Gesetz
zur Ausführung von Artikel 141 der Verfas-
sung des Landes Hessen (Artikel 141-Gesetz)
sowie zur Änderung der Hessischen Landes-
haushalts",0.7453368306159973,NON_HATE
149,he_19_129,"Karin Hartmann ...................................................... 9234
Christoph Degen ..................................................... 9234
Frage 972 ..............................................................9234
Marjana Schott ....................................................... 9234
Ministerin Priska Hinz ............................................ 9235
Frage 973 ..............................................................9235
Christoph Degen ........................................... 9235, 9236
Minister Prof. Dr. R. Alexander Lorz .......... 9235, 9236
Frage 974 ..............................................................9236
René Rock .................................................... 9236, 9236
Minister Tarek Al-Wazir .............................. 9236, 9236
Frage 975 ..............................................................9237
Wolfgang Greilich ........................................ 9237, 9237,
 
Minister Prof. Dr. R. Alexander Lorz .......... 9237, 9237,
 
Frage 976 ..............................................................9237
Lena Arnoldt ........................................................... 9237
Minister Dr. Thomas Schäfer .....",0.6398134231567383,NON_HATE
150,he_18_124,"17. Zweite Lesung des Gesetzentwurfs der Lan-
desregierung für ein Zweites Gesetz zur Än-
derung des Hessischen Architekten- und
Stadtplanergesetzes
– Drucks. 18/6685 zu Drucks. 18/5834 – .............8714
In zweiter Lesung angenommen:
Besetz beschlossen ..................................................8715
Christian Heinz ....................................................... 8714
18. Zweite Lesung des Gesetzentwurfs der Frak-
tionen der CDU und der FDP für ein Gesetz
zur Änderung des Schulgesetzes (HSchG)
– Drucks. 18/6764 zu Drucks. 18/6187 – .............8715
Nach zweiter Lesung dem Kulturpolitischen
Ausschuss zurücküberwiesen ..................................8728
61. Entschließungsantrag der Fraktion BÜND-
NIS
90/DIE
GRÜNEN
betreffend
echte
Wahlfreiheit zwischen G 8 und G 9 sicher-
stellen
– Drucks. 18/6745 – ...............................................8715
Dem Kulturpolitischen Ausschuss überwiesen .......8728
Hugo Klein (Freigericht) ........................................ 8715
Claudia Ravensburg ............................................... 8715
Mathias Wagner (Taunus) ............................ 8717, 8727
Thorsten Schäfer-Gümbel ............................ 8718",0.5093382596969604,NON_HATE
151,he_19_12,"19. Wahlperiode
Plenarprotokoll 19/12
HESSISCHER LANDTAG
21. 05. 2014
12. Sitzung
Wiesbaden, den 21. Mai 2014
Amtliche Mitteilungen ............................................681
Entgegengenommen ...................................................681
Vizepräsidentin Heike Habermann ................... 681, 723
Günter Rudolph ......................................................... 681
Holger Bellino ........................................................... 681
31. Antrag der Fraktion der SPD betreffend kei-
ne Übertragung der Atomausstiegskosten auf
die Steuerzahlerinnen und Steuerzahler
– Drucks. 19/395 – ....................................................681
Nrn. 1 und 3: Angenommen
Nrn. 2, 4 und 5: Abgelehnt ........................................694
Ministerpräsident Volker Bouffier ............................ 681
Timon Gremmels ...................................................... 684
Ursula Hammann ...................................................... 686
Peter Stephan ............................................................ 688
Janine Wissler ........................................................... 690
René Rock ...............................................",0.4157626032829284,NON_HATE
152,he_19_134,"menleben für die Zukunft neu zu denken und neu zu orga-
nisieren.
(Beifall bei dem BÜNDNIS 90/DIE GRÜNEN und
der CDU)
Für die vielen ineinandergreifenden Maßnahmen muss
Geld zur Verfügung gestellt werden. Genau das tun wir
jetzt mit dem Wohnrauminvestitionsprogrammgesetz. Eine
besondere Rolle spielen dabei die öffentlichen Wohnungs-
unternehmen, die durch die Bank Bestandshalter sind. Er-
wiesenermaßen ist es ja so, dass gerade die großen Be-
standshalter mietdämpfend wirken. Dabei spielt eine Miet-
deckelung, wie sie die ABG vorgenommen hat, nur eine
nachrangige Rolle, da das Mietniveau bei der ABG – ich
möchte den Ausführungen von Herrn Siebel vorgreifen –
relativ hoch ist und sich alle anderen Wohnungsbaugesell-
schaften wünschen würden, solche Mieten nehmen zu kön-
nen.
(Zuruf des Abg. Norbert Schmitt (SPD))
Wenn jetzt verstärkt private Investoren für den sozialen
Wohnungsbau gewonnen werden können, ist das nicht nur
ein Erfolg der Zurverfügungstellung von Geld, sondern
auch der Erkenntnis, dass im Bereich Wohnen und Wohn-
umfeldentwicklung alle Akteure gefragt sind und gemein-
sam an diesem Projekt arbeiten müssen.
Lassen Sie uns also gemeinsam daran weiterarbeiten, vor-
hande",0.021838990971446,NON_HATE
153,he_19_114,"65. Antrag der Fraktion der FDP betreffend eine
Aktuelle Stunde (Klare Absage an Diesel-
Fahrverbote – Regierung Bouffier darf Bür-
ger und Unternehmen in Frankfurt, Wiesba-
den und Darmstadt nicht abhängen – Autoin-
dustrie in die Verantwortung nehmen)
– Drucks. 19/5195 – ................................................8053
Abgehalten ..............................................................8060
Nicola Beer ............................................................. 8053
Angela Dorn ........................................................... 8055
Tobias Eckert .......................................................... 8056
Janine Wissler ......................................................... 8057
Ulrich Caspar .......................................................... 8058
Ministerin Priska Hinz ............................................ 8059
41. Antrag der Fraktionen der CDU und BÜND-
NIS 90/DIE GRÜNEN betreffend Realisie-
rung einer Machbarkeitsstudie über eine
UNESCO-Biosphärenregion
Wiesbaden/
Rheingau-Taunus/Mainspitze
– Drucks. 19/5162 – ...............................................8060
Dem Ausschuss für Umwelt, Klimaschutz, Land-
wirtschaft und Verbraucherschu",0.3094867169857025,NON_HATE
154,he_16_33,"Hessischer Landtag · 16.Wahlperiode · 33. Sitzung · 24. März 2004
 
Vizepräsident Frank Lortz:
Frau Kollegin Schönhut-Keil, Sie müssen zum Schluss
kommen.
Evelin Schönhut-Keil (BÜNDNIS 90/DIE GRÜNEN):
Das mache ich gerne. Ich will nur noch einen Satz sagen. –
Die größte Frechheit in Ihrem Antrag ist, dass Sie sich für
den von Ihnen eingeschlagenen Weg loben, die Verein-
barkeit von Familie und Beruf durch den Ausbau der Be-
treuungsangebote für unter Dreijährige zu verbessern.
Meine Damen und Herren, setzen Sie Ihre ideologische
Brille ab. Sie haben für die Betreuung kleiner Kinder mit
Sicherheit noch nichts getan. – Ich danke für Ihre Auf-
merksamkeit.
(Beifall bei dem BÜNDNIS 90/DIE GRÜNEN)
Vizepräsident Frank Lortz:
Das Wort hat der Kollege Florian Rentsch,FDP-Fraktion.
Florian Rentsch (FDP):
Herr Präsident, meine sehr geehrten Damen und Herren!
Die Reise der Delegation des Ministerpräsidenten nach
Dänemark und Holland hat eines bewiesen:Andere Län-
der bewegen sich, Deutschland bewegt sich weiß Gott
nicht. Ich möchte an dieser Stelle die Kolleginnen und
Kollegen, die an dieser Reise teilgenommen haben – auch
die Vorrednerin, die Vizepräsidentin dieses Hauses – fra-
gen: Sind Si",0.2277131825685501,NON_HATE
155,he_19_22,"12. Zweite Lesung des Gesetzentwurfs der Lan-
desregierung für ein Achtes Gesetz zur Ver-
längerung der Geltungsdauer und Änderung
befristeter Rechtsvorschriften
– Drucks. 19/822 zu Drucks. 19/501 – .................1491
In zweiter Lesung angenommen:
Gesetz beschlossen ..................................................1491
Dr. Ulrich Wilken ................................................... 1491
13. Zweite Lesung des Gesetzentwurfs der Lan-
desregierung für ein Gesetz zur Neuregelung
des Gebührenrechts im Bereich der Hygiene
bei der Gewinnung von Frischfleisch
– Drucks. 19/905 zu Drucks. 19/844 – .................1491
Nach zweiter Lesung dem Ausschuss für Um-
welt, Klimaschutz, Landwirtschaft und Verbrau-
cherschutz zurücküberwiesen .................................1495
Clemens Reif .......................................................... 1491
Jürgen Lenders ....................................................... 1491
Angelika Löber ....................................................... 1492
Armin Schwarz ....................................................... 1493
Martina Feldmayer ................................................. 1494
Ministerin Priska Hinz ..................",0.2225359082221985,NON_HATE
156,he_18_20,"Hessischer Landtag · 18.Wahlperiode · 20. Sitzung · 16. September 2009
III
Seite
Seite
58. Beschlussempfehlung und Bericht des Innenaus-
schusses zu dem Dringlichen Entschließungsantrag
der Fraktionen der CDU und der FDP betreffend
in schwierigen Zeiten konsequent handeln – Aus-
bildungsplätze sichern und schaffen
– Drucks. 18/1042 zu Drucks. 18/931 – . . . . . . . 1385
Beschlussempfehlung angenommen . . . . . . . . 1385
Vizepräsidentin Sarah Sorge . . . . . . . . . . . . 1385
59. Beschlussempfehlung und Bericht des Innenaus-
schusses zu dem Antrag der Fraktion BÜNDNIS
90/DIE GRÜNEN betreffend Optionszwang im
Staatsangehörigkeitsrecht streichen
– Drucks. 18/1043 zu Drucks. 18/870 – . . . . . . . 1385
Beschlussempfehlung angenommen . . . . . . . . 1385
Vizepräsidentin Sarah Sorge . . . . . . . . . . . . 1385
60. Beschlussempfehlung und Bericht des Ältestenrats
zu dem Antrag der Fraktion DIE LINKE betref-
fend Gleichstellung der Abgeordneten des Hessi-
schen Landtags in der gesetzlichen Rentenversiche-
rung
– Drucks. 18/1076 zu Drucks. 18/751 – . . . . . . . 1385
Beschlussempfehlung angenommen . . . . . . . . 1385
Vizepräsidentin Sarah Sorge . . . . . . . . . . . . 1385
69. Beschluss",0.0421814806759357,NON_HATE
157,he_19_23,"12. Zweite Lesung des Gesetzentwurfs der Lan-
desregierung für ein Gesetz zum Hessischen
Krebsregister und zur Änderung von Rechts-
vorschriften
– Drucks. 19/957 zu Drucks. 19/850 – .................1543
In zweiter Lesung angenommen:
Gesetz beschlossen ..................................................1545
Daniel May ............................................................. 1543
Florian Rentsch ....................................................... 1543
Dr. Ralf-Norbert Bartelt ......................................... 1544
Marcus Bocklet ....................................................... 1544
Dr. Thomas Spies ................................................... 1544
Marjana Schott ............................................. 1545, 1547
Minister Stefan Grüttner ......................................... 1545
Im Präsidium:
Präsident Norbert Kartmann
Vizepräsident Dr. Ulrich Wilken
Vizepräsident Wolfgang Greilich
Auf der Regierungsbank:
Ministerpräsident Volker Bouffier
Minister für Wirtschaft, Energie, Verkehr und Landesentwicklung Tarek Al-Wazir
Minister und Chef der Staatskanzlei Axel Wintermeyer
Ministerin für Bundes- und Europaangelegenheiten und Bevollmächtigte des Lan",0.4106593430042267,NON_HATE
158,he_19_106,"19. Wahlperiode
Plenarprotokoll 19/106
HESSISCHER LANDTAG
30. 05. 2017
106. Sitzung
Wiesbaden, den 30. Mai 2017
Amtliche Mitteilungen ..........................................7461
Entgegengenommen .................................................7464
Präsident Norbert Kartmann ......................... 7461, 7463
Oberbürgermeister Patrick Burghardt ..................... 7461
Selma Kücükyavuz ................................................. 7462
Marcel Sedlmayer ................................................... 7463
10. Große Anfrage der Abg. Schott (DIE LIN-
KE) und Fraktion betreffend Schwermetall-
verseuchung
durch
K+S-Rückstandshalde
Hattorf
– Drucks. 19/4778 zu Drucks. 19/4354 – ..............7464
Von der Tagesordnung abgesetzt ............................7464
1. Fragestunde
– Drucks. 19/4879 – ................................................7464
Abgehalten ...............................................................7477
Frage 781 ...............................................................7464
Christoph Degen ........................................... 7464, 7465
Minister Prof. Dr. R. Alexander Lorz ........... 7464, 7465
Frage 782 ...................................",0.3978927433490753,NON_HATE
